09-Jun-2016,,,,,,,,,,,
iShares Core S&P 500 ETF,,,,,,,,,,,
Inception Date,15-May-00,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,
Total Net Assets,"$73,983,668,859",,,,,,,,,,
Number of Securities,509,,,,,,,,,,
Shares Outstanding,"347,150,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.17,138.24,"902,020.00","124,695,244.80","124,695,244.80",Health Care,"2,036,070.00",US0153511094,NASDAQ
PCG,PG&E CORP,Equity,0.17,62.98,"1,973,166.00","124,269,994.68","124,269,994.68",Utilities,"2,689,560.00",US69331C1080,New York Stock Exchange Inc.
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.16,381.08,"312,609.00","119,129,037.72","119,129,037.72",Health Care,"2,730,190.00",US75886F1075,NASDAQ
AON,AON PLC,Equity,0.16,109.86,"1,081,348.00","118,796,891.28","118,796,891.28",Financials,B5BT0K0,GB00B5BT0K07,New York Stock Exchange Inc.
PPG,PPG INDUSTRIES INC,Equity,0.16,110.43,"1,068,068.00","117,946,749.24","117,946,749.24",Materials,"2,698,470.00",US6935061076,New York Stock Exchange Inc.
BBT,BB AND T CORP,Equity,0.16,36.18,"3,250,797.00","117,613,835.46","117,613,835.46",Financials,"2,830,904.00",US0549371070,New York Stock Exchange Inc.
AFL,AFLAC INC,Equity,0.16,69.70,"1,681,575.00","117,205,777.50","117,205,777.50",Financials,"2,026,361.00",US0010551028,New York Stock Exchange Inc.
SPGI,S&P GLOBAL INC,Equity,0.16,110.04,"1,062,196.00","116,884,047.84","116,884,047.84",Financials,BYV2325,US78409V1044,New York Stock Exchange Inc.
JCI,JOHNSON CONTROLS INC,Equity,0.16,44.89,"2,595,375.00","116,506,383.75","116,506,383.75",Consumer Discretionary,"2,476,803.00",US4783661071,New York Stock Exchange Inc.
ETN,EATON CORPORATION PLC,Equity,0.16,62.77,"1,837,327.00","115,329,015.79","115,329,015.79",Industrials,B8KQN82,IE00B8KQN827,New York Stock Exchange Inc.
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.15,146.60,"777,068.00","113,918,168.80","113,918,168.80",Materials,"2,011,602.00",US0091581068,New York Stock Exchange Inc.
LUV,SOUTHWEST AIRLINES,Equity,0.15,44.19,"2,554,662.00","112,890,513.78","112,890,513.78",Industrials,"2,831,543.00",US8447411088,New York Stock Exchange Inc.
HUM,HUMANA INC,Equity,0.15,188.35,"593,776.00","111,837,709.60","111,837,709.60",Health Care,"2,445,063.00",US4448591028,New York Stock Exchange Inc.
APC,ANADARKO PETROLEUM CORP,Equity,0.15,54.48,"2,035,646.00","110,901,994.08","110,901,994.08",Energy,"2,032,380.00",US0325111070,New York Stock Exchange Inc.
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,0.15,79.92,"1,384,329.00","110,635,573.68","110,635,573.68",Materials,B3SPXZ3,NL0009434992,New York Stock Exchange Inc.
AMAT,APPLIED MATERIAL INC,Equity,0.15,24.42,"4,527,123.00","110,552,343.66","110,552,343.66",Information Technology,"2,046,552.00",US0382221051,NASDAQ
INTU,INTUIT INC,Equity,0.15,107.52,"1,028,241.00","110,556,472.32","110,556,472.32",Information Technology,"2,459,020.00",US4612021034,NASDAQ
STZ,CONSTELLATION BRANDS INC CLASS A,Equity,0.15,154.10,"704,194.00","108,516,295.40","108,516,295.40",Consumer Staples,"2,170,473.00",US21036P1084,New York Stock Exchange Inc.
PXD,PIONEER NATURAL RESOURCE,Equity,0.15,164.20,"653,695.00","107,336,719.00","107,336,719.00",Energy,"2,690,830.00",US7237871071,New York Stock Exchange Inc.
DG,DOLLAR GENERAL CORP,Equity,0.14,91.69,"1,164,832.00","106,803,446.08","106,803,446.08",Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.
PPL,PPL CORP,Equity,0.14,39.25,"2,698,006.00","105,896,735.50","105,896,735.50",Utilities,"2,680,905.00",US69351T1060,New York Stock Exchange Inc.
EBAY,EBAY INC,Equity,0.14,24.33,"4,341,756.00","105,634,923.48","105,634,923.48",Information Technology,"2,293,819.00",US2786421030,NASDAQ
SYF,SYNCHRONY FINANCIAL,Equity,0.14,31.41,"3,338,432.00","104,860,149.12","104,860,149.12",Financials,BP96PS6,US87165B1035,New York Stock Exchange Inc.
PLD,PROLOGIS REIT INC,Equity,0.14,49.87,"2,101,169.00","104,785,298.03","104,785,298.03",Financials,B44WZD7,US74340W1036,New York Stock Exchange Inc.
CAH,CARDINAL HEALTH INC,Equity,0.14,79.29,"1,318,585.00","104,550,604.65","104,550,604.65",Health Care,"2,175,672.00",US14149Y1082,New York Stock Exchange Inc.
ADM,ARCHER DANIELS MIDLAND,Equity,0.14,43.83,"2,383,551.00","104,471,040.33","104,471,040.33",Consumer Staples,"2,047,317.00",US0394831020,New York Stock Exchange Inc.
CSX,CSX CORP,Equity,0.14,27.05,"3,856,335.00","104,313,861.75","104,313,861.75",Industrials,"2,160,753.00",US1264081035,NASDAQ
DE,DEERE & CO,Equity,0.14,86.95,"1,199,447.00","104,291,916.65","104,291,916.65",Industrials,"2,261,203.00",US2441991054,New York Stock Exchange Inc.
WM,WASTE MANAGEMENT INC,Equity,0.14,62.62,"1,659,454.00","103,915,009.48","103,915,009.48",Industrials,"2,937,667.00",US94106L1098,New York Stock Exchange Inc.
SRE,SEMPRA ENERGY,Equity,0.14,110.00,"944,122.00","103,853,420.00","103,853,420.00",Utilities,"2,138,158.00",US8168511090,New York Stock Exchange Inc.
SYY,SYSCO CORP,Equity,0.14,49.00,"2,102,387.00","103,016,963.00","103,016,963.00",Consumer Staples,"2,868,165.00",US8718291078,New York Stock Exchange Inc.
EQIX,EQUINIX REIT INC,Equity,0.14,373.21,"275,841.00","102,946,619.61","102,946,619.61",Financials,BVLZX12,US29444U7000,NASDAQ
ALL,ALLSTATE CORP,Equity,0.14,67.79,"1,514,663.00","102,679,004.77","102,679,004.77",Financials,"2,019,952.00",US0200021014,New York Stock Exchange Inc.
HCN,WELLTOWER INC,Equity,0.14,72.15,"1,422,019.00","102,598,670.85","102,598,670.85",Financials,BYVYHH4,US95040Q1040,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,0.14,85.60,"1,193,995.00","102,205,972.00","102,205,972.00",Industrials,"2,641,894.00",US6558441084,New York Stock Exchange Inc.
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.14,262.35,"389,133.00","102,089,042.55","102,089,042.55",Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ
VLO,VALERO ENERGY CORP,Equity,0.14,53.81,"1,883,346.00","101,342,848.26","101,342,848.26",Energy,"2,041,364.00",US91913Y1001,New York Stock Exchange Inc.
HCA,HCA HOLDINGS INC,Equity,0.13,81.03,"1,223,871.00","99,170,267.13","99,170,267.13",Health Care,B4MGBG6,US40412C1018,New York Stock Exchange Inc.
BAX,BAXTER INTERNATIONAL INC,Equity,0.13,44.75,"2,193,512.00","98,159,662.00","98,159,662.00",Health Care,"2,085,102.00",US0718131099,New York Stock Exchange Inc.
ISRG,INTUITIVE SURGICAL INC,Equity,0.13,648.20,"149,692.00","97,030,354.40","97,030,354.40",Health Care,"2,871,301.00",US46120E6023,NASDAQ
NVDA,NVIDIA CORP,Equity,0.13,47.38,"2,046,436.00","96,960,137.68","96,960,137.68",Information Technology,"2,379,504.00",US67066G1040,NASDAQ
STT,STATE STREET CORP,Equity,0.13,60.29,"1,601,616.00","96,561,428.64","96,561,428.64",Financials,"2,842,040.00",US8574771031,New York Stock Exchange Inc.
EIX,EDISON INTERNATIONAL,Equity,0.13,73.66,"1,304,612.00","96,097,719.92","96,097,719.92",Utilities,"2,829,515.00",US2810201077,New York Stock Exchange Inc.
FISV,FISERV INC,Equity,0.13,107.34,"892,665.00","95,818,661.10","95,818,661.10",Information Technology,"2,342,034.00",US3377381088,NASDAQ
HPQ,HP INC,Equity,0.13,13.84,"6,913,625.00","95,684,570.00","95,684,570.00",Information Technology,BYX4D52,US40434L1052,New York Stock Exchange Inc.
EA,ELECTRONIC ARTS INC,Equity,0.13,76.25,"1,238,503.00","94,435,853.75","94,435,853.75",Information Technology,"2,310,194.00",US2855121099,NASDAQ
DFS,DISCOVER FINANCIAL SERVICES,Equity,0.13,56.80,"1,658,511.00","94,203,424.80","94,203,424.80",Financials,B1YLC43,US2547091080,New York Stock Exchange Inc.
EQR,EQUITY RESIDENTIAL REIT,Equity,0.13,64.46,"1,460,533.00","94,145,957.18","94,145,957.18",Financials,"2,319,157.00",US29476L1070,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,0.13,21.03,"4,455,947.00","93,708,565.41","93,708,565.41",Information Technology,"2,224,701.00",US2193501051,New York Stock Exchange Inc.
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.13,170.25,"548,580.00","93,395,745.00","93,395,745.00",Financials,"2,131,179.00",US0534841012,New York Stock Exchange Inc.
TEL,TE CONNECTIVITY LTD,Equity,0.12,62.27,"1,480,311.00","92,178,965.97","92,178,965.97",Information Technology,B62B7C3,CH0102993182,New York Stock Exchange Inc.
VTR,VENTAS REIT INC,Equity,0.12,68.42,"1,345,746.00","92,075,941.32","92,075,941.32",Financials,"2,927,925.00",US92276F1003,New York Stock Exchange Inc.
SHW,SHERWIN WILLIAMS,Equity,0.12,293.03,"314,042.00","92,023,727.26","92,023,727.26",Materials,"2,804,211.00",US8243481061,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.12,760.07,"120,937.00","91,920,585.59","91,920,585.59",Consumer Discretionary,"2,065,955.00",US0533321024,New York Stock Exchange Inc.
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.12,92.49,"986,573.00","91,248,136.77","91,248,136.77",Health Care,"2,931,034.00",US92532F1003,NASDAQ
WY,WEYERHAEUSER REIT,Equity,0.12,30.37,"2,991,055.00","90,838,340.35","90,838,340.35",Financials,"2,958,936.00",US9621661043,New York Stock Exchange Inc.
SE,SPECTRA ENERGY CORP,Equity,0.12,33.76,"2,688,975.00","90,779,796.00","90,779,796.00",Energy,B1L60G9,US8475601097,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Equity,0.12,44.62,"2,027,906.00","90,485,165.72","90,485,165.72",Utilities,"2,707,677.00",US7445731067,New York Stock Exchange Inc.
ED,CONSOLIDATED EDISON INC,Equity,0.12,76.54,"1,175,652.00","89,984,404.08","89,984,404.08",Utilities,"2,216,850.00",US2091151041,New York Stock Exchange Inc.
NWL,NEWELL BRANDS INC,Equity,0.12,48.96,"1,829,034.00","89,549,504.64","89,549,504.64",Consumer Discretionary,"2,635,701.00",US6512291062,New York Stock Exchange Inc.
CBS,CBS CORP- CLASS B,Equity,0.12,53.00,"1,688,998.00","89,516,894.00","89,516,894.00",Consumer Discretionary,B0SRLH6,US1248572026,New York Stock Exchange Inc.
STJ,ST JUDE MEDICAL INC,Equity,0.12,78.07,"1,135,694.00","88,663,630.58","88,663,630.58",Health Care,"2,767,381.00",US7908491035,New York Stock Exchange Inc.
ZTS,ZOETIS INC CLASS A,Equity,0.12,48.14,"1,831,541.00","88,170,383.74","88,170,383.74",Health Care,B95WG16,US98978V1035,New York Stock Exchange Inc.
EW,EDWARDS LIFESCIENCES CORP,Equity,0.12,102.48,"859,373.00","88,068,545.04","88,068,545.04",Health Care,"2,567,116.00",US28176E1082,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Equity,0.12,54.22,"1,621,842.00","87,936,273.24","87,936,273.24",Consumer Discretionary,"2,746,711.00",US7782961038,NASDAQ
MNST,MONSTER BEVERAGE CORP,Equity,0.12,155.01,"561,416.00","87,025,094.16","87,025,094.16",Consumer Staples,BZ07BW4,US61174X1090,NASDAQ
STI,SUNTRUST BANKS INC,Equity,0.12,42.97,"2,022,159.00","86,892,172.23","86,892,172.23",Financials,"2,860,990.00",US8679141031,New York Stock Exchange Inc.
XEL,XCEL ENERGY INC,Equity,0.12,42.70,"2,032,517.00","86,788,475.90","86,788,475.90",Utilities,"2,614,807.00",US98389B1008,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Equity,0.12,48.03,"1,804,592.00","86,674,553.76","86,674,553.76",Consumer Discretionary,"2,523,044.00",PA1436583006,New York Stock Exchange Inc.
DLTR,DOLLAR TREE INC,Equity,0.12,91.97,"940,191.00","86,469,366.27","86,469,366.27",Consumer Discretionary,"2,272,476.00",US2567461080,NASDAQ
VFC,VF CORP,Equity,0.12,63.16,"1,359,859.00","85,888,694.44","85,888,694.44",Consumer Discretionary,"2,928,683.00",US9182041080,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,0.12,119.40,"716,580.00","85,559,652.00","85,559,652.00",Health Care,"2,783,815.00",US98956P1021,New York Stock Exchange Inc.
APA,APACHE CORP,Equity,0.11,55.83,"1,514,879.00","84,575,694.57","84,575,694.57",Energy,"2,043,962.00",US0374111054,New York Stock Exchange Inc.
ILMN,ILLUMINA INC,Equity,0.11,143.42,"588,660.00","84,425,617.20","84,425,617.20",Health Care,"2,613,990.00",US4523271090,NASDAQ
BHI,BAKER HUGHES INC,Equity,0.11,47.55,"1,753,468.00","83,377,403.40","83,377,403.40",Energy,"2,072,085.00",US0572241075,New York Stock Exchange Inc.
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.11,75.14,"1,105,637.00","83,077,564.18","83,077,564.18",Information Technology,"2,769,796.00",US31620M1062,New York Stock Exchange Inc.
EL,ESTEE LAUDER INC CLASS A,Equity,0.11,92.28,"888,700.00","82,009,236.00","82,009,236.00",Consumer Staples,"2,320,524.00",US5184391044,New York Stock Exchange Inc.
CAG,CONAGRA FOODS INC,Equity,0.11,47.15,"1,738,582.00","81,974,141.30","81,974,141.30",Consumer Staples,"2,215,460.00",US2058871029,New York Stock Exchange Inc.
OMC,OMNICOM GROUP INC,Equity,0.11,84.40,"959,506.00","80,982,306.40","80,982,306.40",Consumer Discretionary,"2,279,303.00",US6819191064,New York Stock Exchange Inc.
AAL,AMERICAN AIRLINES GROUP INC,Equity,0.11,33.40,"2,415,018.00","80,661,601.20","80,661,601.20",Industrials,BCV7KT2,US02376R1023,NASDAQ
NLSN,NIELSEN HOLDINGS PLC,Equity,0.11,54.98,"1,449,259.00","79,680,259.82","79,680,259.82",Industrials,BWFY550,GB00BWFY5505,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,0.11,128.98,"615,110.00","79,336,887.80","79,336,887.80",Financials,"2,019,479.00",US1011211018,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,0.11,56.02,"1,407,138.00","78,827,870.76","78,827,870.76",Industrials,"2,665,861.00",US6937181088,NASDAQ
WEC,WEC ENERGY GROUP INC,Equity,0.11,62.32,"1,264,159.00","78,782,388.88","78,782,388.88",Utilities,BYY8XK8,US92939U1060,New York Stock Exchange Inc.
K,KELLOGG,Equity,0.11,77.69,"1,009,984.00","78,465,656.96","78,465,656.96",Consumer Staples,"2,486,813.00",US4878361082,New York Stock Exchange Inc.
MPC,MARATHON PETROLEUM CORP,Equity,0.11,36.95,"2,119,472.00","78,314,490.40","78,314,490.40",Energy,B3K3L40,US56585A1025,New York Stock Exchange Inc.
ATVI,ACTIVISION BLIZZARD INC,Equity,0.11,38.54,"2,031,049.00","78,276,628.46","78,276,628.46",Information Technology,"2,575,818.00",US00507V1098,NASDAQ
CMI,CUMMINS INC,Equity,0.10,118.64,"649,294.00","77,032,240.16","77,032,240.16",Industrials,"2,240,202.00",US2310211063,New York Stock Exchange Inc.
PGR,PROGRESSIVE CORP,Equity,0.10,32.86,"2,340,139.00","76,896,967.54","76,896,967.54",Financials,"2,705,024.00",US7433151039,New York Stock Exchange Inc.
DLPH,DELPHI AUTOMOTIVE PLC,Equity,0.10,68.93,"1,111,545.00","76,618,796.85","76,618,796.85",Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.
DVN,DEVON ENERGY CORP,Equity,0.10,37.45,"2,043,732.00","76,537,763.40","76,537,763.40",Energy,"2,480,677.00",US25179M1036,New York Stock Exchange Inc.
TAP,MOLSON COORS BREWING CLASS B,Equity,0.10,103.38,"736,228.00","76,111,250.64","76,111,250.64",Consumer Staples,B067BM3,US60871R2094,New York Stock Exchange Inc.
NEM,NEWMONT MINING CORP,Equity,0.10,35.90,"2,119,528.00","76,091,055.20","76,091,055.20",Materials,"2,636,607.00",US6516391066,New York Stock Exchange Inc.
MYL,MYLAN NV,Equity,0.10,45.76,"1,650,758.00","75,538,686.08","75,538,686.08",Health Care,BVFMFG8,NL0011031208,NASDAQ
MTB,M&T BANK CORP,Equity,0.10,118.37,"637,170.00","75,421,812.90","75,421,812.90",Financials,"2,340,168.00",US55261F1049,New York Stock Exchange Inc.
TYC,TYCO INTERNATIONAL PLC,Equity,0.10,43.69,"1,700,609.00","74,299,607.21","74,299,607.21",Industrials,BQRQXQ9,IE00BQRQXQ92,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Equity,0.10,59.98,"1,233,711.00","73,997,985.78","73,997,985.78",Information Technology,"2,145,084.00",US0320951017,New York Stock Exchange Inc.
TROW,T ROWE PRICE GROUP INC,Equity,0.10,74.37,"993,929.00","73,918,499.73","73,918,499.73",Financials,"2,702,337.00",US74144T1088,NASDAQ
ES,EVERSOURCE ENERGY,Equity,0.10,56.88,"1,270,453.00","72,263,366.64","72,263,366.64",Utilities,BVVN4Q8,US30040W1080,New York Stock Exchange Inc.
TSN,TYSON FOODS INC CLASS A,Equity,0.10,61.28,"1,173,851.00","71,933,589.28","71,933,589.28",Consumer Staples,"2,909,730.00",US9024941034,New York Stock Exchange Inc.
IP,INTERNATIONAL PAPER,Equity,0.10,43.59,"1,646,826.00","71,785,145.34","71,785,145.34",Materials,"2,465,254.00",US4601461035,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,0.10,129.58,"553,421.00","71,712,293.18","71,712,293.18",Financials,BDB6Q21,IE00BDB6Q211,NASDAQ
ADI,ANALOG DEVICES INC,Equity,0.10,57.56,"1,241,658.00","71,469,834.48","71,469,834.48",Information Technology,"2,032,067.00",US0326541051,NASDAQ
PAYX,PAYCHEX INC,Equity,0.10,55.21,"1,286,646.00","71,035,725.66","71,035,725.66",Information Technology,"2,674,458.00",US7043261079,NASDAQ
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,0.10,44.48,"1,588,772.00","70,668,578.56","70,668,578.56",Financials,"2,476,193.00",US4165151048,New York Stock Exchange Inc.
ROP,ROPER TECHNOLOGIES INC,Equity,0.10,174.25,"404,794.00","70,535,354.50","70,535,354.50",Industrials,"2,749,602.00",US7766961061,New York Stock Exchange Inc.
LB,L BRANDS INC,Equity,0.10,69.02,"1,020,157.00","70,411,236.14","70,411,236.14",Consumer Discretionary,B9M2WX3,US5017971046,New York Stock Exchange Inc.
SWK,STANLEY BLACK & DECKER INC,Equity,0.09,114.37,"610,170.00","69,785,142.90","69,785,142.90",Industrials,B3Q2FJ4,US8545021011,New York Stock Exchange Inc.
DPS,DR PEPPER SNAPPLE GROUP INC,Equity,0.09,92.37,"750,410.00","69,315,371.70","69,315,371.70",Consumer Staples,B2QW0Z8,US26138E1091,New York Stock Exchange Inc.
CERN,CERNER CORP,Equity,0.09,56.96,"1,212,111.00","69,041,842.56","69,041,842.56",Health Care,"2,185,284.00",US1567821046,NASDAQ
VNO,VORNADO REALTY TRUST REIT,Equity,0.09,97.18,"710,012.00","68,998,966.16","68,998,966.16",Financials,"2,933,632.00",US9290421091,New York Stock Exchange Inc.
SJM,JM SMUCKER,Equity,0.09,143.23,"479,442.00","68,670,477.66","68,670,477.66",Consumer Staples,"2,951,452.00",US8326964058,New York Stock Exchange Inc.
MCO,MOODYS CORP,Equity,0.09,101.07,"679,183.00","68,645,025.81","68,645,025.81",Financials,"2,252,058.00",US6153691059,New York Stock Exchange Inc.
AMP,AMERIPRISE FINANCE INC,Equity,0.09,100.67,"676,750.00","68,128,422.50","68,128,422.50",Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.09,130.91,"518,511.00","67,878,275.01","67,878,275.01",Consumer Staples,"2,204,026.00",US1890541097,New York Stock Exchange Inc.
DTE,DTE ENERGY,Equity,0.09,94.05,"718,910.00","67,613,485.50","67,613,485.50",Utilities,"2,280,220.00",US2333311072,New York Stock Exchange Inc.
IR,INGERSOLL-RAND PLC,Equity,0.09,65.69,"1,028,780.00","67,580,558.20","67,580,558.20",Industrials,B633030,IE00B6330302,New York Stock Exchange Inc.
BCR,C R BARD INC,Equity,0.09,226.52,"295,355.00","66,903,814.60","66,903,814.60",Health Care,"2,077,905.00",US0673831097,New York Stock Exchange Inc.
CXO,CONCHO RESOURCES INC,Equity,0.09,124.47,"517,299.00","64,388,206.53","64,388,206.53",Energy,B1YWRK7,US20605P1012,New York Stock Exchange Inc.
NBL,NOBLE ENERGY INC,Equity,0.09,37.48,"1,717,927.00","64,387,903.96","64,387,903.96",Energy,"2,640,761.00",US6550441058,New York Stock Exchange Inc.
NUE,NUCOR CORP,Equity,0.09,50.55,"1,273,610.00","64,380,985.50","64,380,985.50",Materials,"2,651,086.00",US6703461052,New York Stock Exchange Inc.
GGP,GENERAL GROWTH PROPERTIES REIT INC,Equity,0.09,27.59,"2,332,943.00","64,365,897.37","64,365,897.37",Financials,B56VLR5,US3700231034,New York Stock Exchange Inc.
HCP,HCP REIT INC,Equity,0.09,34.48,"1,864,910.00","64,302,096.80","64,302,096.80",Financials,"2,417,578.00",US40414L1098,New York Stock Exchange Inc.
O,REALTY INCOME REIT CORP,Equity,0.09,63.98,"1,003,161.00","64,182,240.78","64,182,240.78",Financials,"2,724,193.00",US7561091049,New York Stock Exchange Inc.
HES,HESS CORP,Equity,0.09,60.38,"1,060,766.00","64,049,051.08","64,049,051.08",Energy,"2,023,748.00",US42809H1077,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,0.09,23.28,"2,734,172.00","63,651,524.16","63,651,524.16",Energy,"2,967,181.00",US9694571004,New York Stock Exchange Inc.
UAL,UNITED CONTINENTAL HOLDINGS INC,Equity,0.09,46.70,"1,349,288.00","63,011,749.60","63,011,749.60",Industrials,B4QG225,US9100471096,New York Stock Exchange Inc.
MJN,MEAD JOHNSON NUTRITION,Equity,0.08,84.17,"746,918.00","62,868,088.06","62,868,088.06",Consumer Staples,B4W9F29,US5828391061,New York Stock Exchange Inc.
ROK,ROCKWELL AUTOMATION INC,Equity,0.08,118.74,"526,489.00","62,515,303.86","62,515,303.86",Industrials,"2,754,060.00",US7739031091,New York Stock Exchange Inc.
PH,PARKER-HANNIFIN CORP,Equity,0.08,115.36,"541,206.00","62,433,524.16","62,433,524.16",Industrials,"2,671,501.00",US7010941042,New York Stock Exchange Inc.
VMC,VULCAN MATERIALS,Equity,0.08,116.83,"533,518.00","62,330,907.94","62,330,907.94",Materials,"2,931,205.00",US9291601097,New York Stock Exchange Inc.
XRAY,DENTSPLY SIRONA INC,Equity,0.08,64.43,"966,546.00","62,274,558.78","62,274,558.78",Health Care,BYNPPC6,US24906P1093,NASDAQ
NTRS,NORTHERN TRUST CORP TRUST,Equity,0.08,71.87,"862,192.00","61,965,739.04","61,965,739.04",Financials,"2,648,668.00",US6658591044,NASDAQ
VIAB,VIACOM INC CLASS B,Equity,0.08,44.41,"1,387,814.00","61,632,819.74","61,632,819.74",Consumer Discretionary,B0SRLF4,US92553P2011,NASDAQ
LVLT,LEVEL COMMUNICATIONS INC,Equity,0.08,53.08,"1,157,854.00","61,458,890.32","61,458,890.32",Telecommunications,B5LL299,US52729N3089,New York Stock Exchange Inc.
ULTA,ULTA SALON COSMETICS & FRAGRANCE I,Equity,0.08,240.01,"255,185.00","61,246,951.85","61,246,951.85",Consumer Discretionary,B28TS42,US90384S3031,NASDAQ
A,AGILENT TECHNOLOGIES INC,Equity,0.08,46.09,"1,313,020.00","60,517,091.80","60,517,091.80",Health Care,"2,520,153.00",US00846U1016,New York Stock Exchange Inc.
DLR,DIGITAL REALTY TRUST REIT INC TRUS,Equity,0.08,102.84,"585,875.00","60,251,385.00","60,251,385.00",Financials,B03GQS4,US2538681030,New York Stock Exchange Inc.
EFX,EQUIFAX INC,Equity,0.08,125.94,"475,524.00","59,887,492.56","59,887,492.56",Industrials,"2,319,146.00",US2944291051,New York Stock Exchange Inc.
HSIC,HENRY SCHEIN INC,Equity,0.08,180.71,"328,276.00","59,322,755.96","59,322,755.96",Health Care,"2,416,962.00",US8064071025,NASDAQ
PRGO,PERRIGO PLC,Equity,0.08,100.48,"586,495.00","58,931,017.60","58,931,017.60",Health Care,BGH1M56,IE00BGH1M568,New York Stock Exchange Inc.
CTL,CENTURYLINK INC,Equity,0.08,27.00,"2,178,799.00","58,827,573.00","58,827,573.00",Telecommunications,"2,185,046.00",US1567001060,New York Stock Exchange Inc.
FITB,FIFTH THIRD BANCORP,Equity,0.08,18.73,"3,137,590.00","58,767,060.70","58,767,060.70",Financials,"2,336,747.00",US3167731005,NASDAQ
ABC,AMERISOURCEBERGEN CORP,Equity,0.08,76.17,"767,679.00","58,474,109.43","58,474,109.43",Health Care,"2,795,393.00",US03073E1055,New York Stock Exchange Inc.
GPC,GENUINE PARTS,Equity,0.08,97.23,"598,994.00","58,240,186.62","58,240,186.62",Consumer Discretionary,"2,367,480.00",US3724601055,New York Stock Exchange Inc.
FE,FIRSTENERGY CORP,Equity,0.08,34.25,"1,697,310.00","58,132,867.50","58,132,867.50",Utilities,"2,100,920.00",US3379321074,New York Stock Exchange Inc.
RHT,RED HAT INC,Equity,0.08,78.23,"731,631.00","57,235,493.13","57,235,493.13",Information Technology,"2,447,218.00",US7565771026,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.08,266.23,"214,964.00","57,229,865.72","57,229,865.72",Industrials,B11FJK3,US8936411003,New York Stock Exchange Inc.
ETR,ENTERGY CORP,Equity,0.08,78.68,"715,146.00","56,267,687.28","56,267,687.28",Utilities,"2,317,087.00",US29364G1031,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,0.08,179.69,"309,431.00","55,601,656.39","55,601,656.39",Consumer Discretionary,"2,960,384.00",US9633201069,New York Stock Exchange Inc.
HSY,HERSHEY FOODS,Equity,0.07,96.42,"574,684.00","55,411,031.28","55,411,031.28",Consumer Staples,"2,422,806.00",US4278661081,New York Stock Exchange Inc.
AWK,AMERICAN WATER WORKS INC,Equity,0.07,77.47,"713,240.00","55,254,702.80","55,254,702.80",Utilities,B2R3PV1,US0304201033,New York Stock Exchange Inc.
ESS,ESSEX PROPERTY TRUST REIT INC,Equity,0.07,209.26,"262,083.00","54,843,488.58","54,843,488.58",Financials,"2,316,619.00",US2971781057,New York Stock Exchange Inc.
NOV,NATIONAL OILWELL VARCO INC,Equity,0.07,36.34,"1,505,949.00","54,726,186.66","54,726,186.66",Energy,"2,624,486.00",US6370711011,New York Stock Exchange Inc.
FCX,FREEPORT MCMORAN INC,Equity,0.07,10.90,"5,015,884.00","54,673,135.60","54,673,135.60",Materials,"2,352,118.00",US35671D8570,New York Stock Exchange Inc.
WDC,WESTERN DIGITAL CORP,Equity,0.07,48.17,"1,124,734.00","54,178,436.78","54,178,436.78",Information Technology,"2,954,699.00",US9581021055,NASDAQ
CTXS,CITRIX SYSTEMS INC,Equity,0.07,87.68,"616,958.00","54,094,877.44","54,094,877.44",Information Technology,"2,182,553.00",US1773761002,NASDAQ
